indice_tiempo,region_de_destino,categoria_del_hotel,facturacion_total_en_pesos,observaciones
2013-05-01,Cuyo,Para Hoteles,2891127,""
2013-05-01,Córdoba,1 y 2 estrellas,6671838,""
2013-05-01,Córdoba,3 estrellas/boutiques/aparts,14140998,""
2013-05-01,Córdoba,4 y 5 estrellas,13363228,""
2013-05-01,Córdoba,Para Hoteles,8326755,""
2013-05-01,Litoral,1 y 2 estrellas,7860600,""
2013-05-01,Litoral,3 estrellas/boutiques/aparts,27525349,""
2013-05-01,Litoral,4 y 5 estrellas,61921885,""
2013-05-01,Litoral,Para Hoteles,8408761,""
2013-05-01,Norte,1 y 2 estrellas,9073853,""
2013-05-01,Norte,3 estrellas/boutiques/aparts,27669583,""
2013-05-01,Norte,4 y 5 estrellas,39187904,""
2013-05-01,Norte,Para Hoteles,7318512,""
2013-05-01,Patagonia,1 y 2 estrellas,11264306,""
2013-05-01,Patagonia,3 estrellas/boutiques/aparts,27652857,""
2013-05-01,Patagonia,4 y 5 estrellas,29636718,""
2013-05-01,Patagonia,Para Hoteles,8419961,""
2013-06-01,Buenos Aires,1 y 2 estrellas,3678294,""
2013-06-01,Buenos Aires,3 estrellas/boutiques/aparts,14503531,""
2013-06-01,Buenos Aires,4 y 5 estrellas,19684533,""
2013-06-01,Buenos Aires,Para Hoteles,9194436,""
2013-06-01,CABA,1 y 2 estrellas,15332339,""
2013-06-01,CABA,3 estrellas/boutiques/aparts,62359151,""
2013-06-01,CABA,4 y 5 estrellas,196390786,""
2013-06-01,CABA,Para Hoteles,13481047,""
2013-06-01,Cuyo,1 y 2 estrellas,7678136,""
2013-06-01,Cuyo,3 estrellas/boutiques/aparts,23569129,""
2013-06-01,Cuyo,4 y 5 estrellas,51492329,""
2013-06-01,Cuyo,Para Hoteles,3294217,""
2013-06-01,Córdoba,1 y 2 estrellas,8075333,""
2013-06-01,Córdoba,3 estrellas/boutiques/aparts,15612265,""
2013-06-01,Córdoba,4 y 5 estrellas,13534380,""
2013-06-01,Córdoba,Para Hoteles,8895024,""
2013-06-01,Litoral,1 y 2 estrellas,8268090,""
2013-06-01,Litoral,3 estrellas/boutiques/aparts,29581235,""
2013-06-01,Litoral,4 y 5 estrellas,61666103,""
2013-06-01,Litoral,Para Hoteles,8287742,""
2013-06-01,Norte,1 y 2 estrellas,11571820,""
2013-06-01,Norte,3 estrellas/boutiques/aparts,29426326,""
2013-06-01,Norte,4 y 5 estrellas,36499597,""
2013-06-01,Norte,Para Hoteles,6697803,""
2013-06-01,Patagonia,1 y 2 estrellas,14602717,""
2013-06-01,Patagonia,3 estrellas/boutiques/aparts,29596766,""
2013-06-01,Patagonia,4 y 5 estrellas,50675930,""
2013-06-01,Patagonia,Para Hoteles,10688423,""
2013-07-01,Buenos Aires,1 y 2 estrellas,5245249,""
2013-07-01,Buenos Aires,3 estrellas/boutiques/aparts,23729099,""
2013-07-01,Buenos Aires,4 y 5 estrellas,27195167,""
2013-07-01,Buenos Aires,Para Hoteles,13251294,""
2013-07-01,CABA,1 y 2 estrellas,19923491,""
2013-07-01,CABA,3 estrellas/boutiques/aparts,77000559,""
2013-07-01,CABA,4 y 5 estrellas,212510088,""
2013-07-01,CABA,Para Hoteles,16541529,""
2013-07-01,Cuyo,1 y 2 estrellas,11903239,""
2013-07-01,Cuyo,3 estrellas/boutiques/aparts,37052822,""
2013-07-01,Cuyo,4 y 5 estrellas,95602963,""
2013-07-01,Cuyo,Para Hoteles,5604403,""
2013-07-01,Córdoba,1 y 2 estrellas,11855586,""
2013-07-01,Córdoba,3 estrellas/boutiques/aparts,30248113,""
2013-07-01,Córdoba,4 y 5 estrellas,19982158,""
2013-07-01,Córdoba,Para Hoteles,24225485,""
2013-07-01,Litoral,1 y 2 estrellas,9519822,""
2013-07-01,Litoral,3 estrellas/boutiques/aparts,33148876,""
2013-07-01,Litoral,4 y 5 estrellas,74185772,""
2013-07-01,Litoral,Para Hoteles,12560258,""
2013-07-01,Norte,1 y 2 estrellas,20336269,""
2013-07-01,Norte,3 estrellas/boutiques/aparts,48255162,""
2013-07-01,Norte,4 y 5 estrellas,59792134,""
2013-07-01,Norte,Para Hoteles,14537215,""
2013-07-01,Patagonia,1 y 2 estrellas,37760024,""
2013-07-01,Patagonia,3 estrellas/boutiques/aparts,80806625,""
2013-07-01,Patagonia,4 y 5 estrellas,117577320,""
2013-07-01,Patagonia,Para Hoteles,46228485,""
2013-08-01,Buenos Aires,1 y 2 estrellas,3665084,""
2013-08-01,Buenos Aires,3 estrellas/boutiques/aparts,15463059,""
2013-08-01,Buenos Aires,4 y 5 estrellas,17578990,""
2013-08-01,Buenos Aires,Para Hoteles,10148900,""
2013-08-01,CABA,1 y 2 estrellas,15708420,""
2013-08-01,CABA,3 estrellas/boutiques/aparts,66776348,""
2013-08-01,CABA,4 y 5 estrellas,229144360,""
2013-08-01,CABA,Para Hoteles,14971384,""
2013-08-01,Cuyo,1 y 2 estrellas,9129098,""
2013-08-01,Cuyo,3 estrellas/boutiques/aparts,31239354,""
2013-08-01,Cuyo,4 y 5 estrellas,79534735,""
2013-08-01,Cuyo,Para Hoteles,3119199,""
2013-08-01,Córdoba,1 y 2 estrellas,6591341,""
2013-08-01,Córdoba,3 estrellas/boutiques/aparts,18604307,""
2013-08-01,Córdoba,4 y 5 estrellas,14954456,""
2013-08-01,Córdoba,Para Hoteles,11216116,""
2013-08-01,Litoral,1 y 2 estrellas,9364538,""
2013-08-01,Litoral,3 estrellas/boutiques/aparts,30167245,""
2013-08-01,Litoral,4 y 5 estrellas,69159800,""
2013-08-01,Litoral,Para Hoteles,8714533,""
2013-08-01,Norte,1 y 2 estrellas,13179866,""
2013-08-01,Norte,3 estrellas/boutiques/aparts,37979167,""
2013-08-01,Norte,4 y 5 estrellas,50150838,""
2013-08-01,Norte,Para Hoteles,8990556,""
2013-08-01,Patagonia,1 y 2 estrellas,36776934,""
2013-08-01,Patagonia,3 estrellas/boutiques/aparts,61082787,""
2013-08-01,Patagonia,4 y 5 estrellas,80567812,""
2013-08-01,Patagonia,Para Hoteles,28156914,""
2013-09-01,Buenos Aires,1 y 2 estrellas,4450852,""
2013-09-01,Buenos Aires,3 estrellas/boutiques/aparts,15591943,""
2013-09-01,Buenos Aires,4 y 5 estrellas,24778121,""
2013-09-01,Buenos Aires,Para Hoteles,11188499,""
2013-09-01,CABA,1 y 2 estrellas,16933730,""
2013-09-01,CABA,3 estrellas/boutiques/aparts,73448682,""
2013-09-01,CABA,4 y 5 estrellas,275474894,""
2013-09-01,CABA,Para Hoteles,16623485,""
2013-09-01,Cuyo,1 y 2 estrellas,8764873,""
2013-09-01,Cuyo,3 estrellas/boutiques/aparts,30322376,""
2013-09-01,Cuyo,4 y 5 estrellas,79335354,""
2013-09-01,Cuyo,Para Hoteles,3531080,""
2013-09-01,Córdoba,1 y 2 estrellas,9198477,""
2013-09-01,Córdoba,3 estrellas/boutiques/aparts,18436052,""
2013-09-01,Córdoba,4 y 5 estrellas,17877883,""
2013-09-01,Córdoba,Para Hoteles,9673912,""
2013-09-01,Litoral,1 y 2 estrellas,10724397,""
2013-09-01,Litoral,3 estrellas/boutiques/aparts,32065447,""
2013-09-01,Litoral,4 y 5 estrellas,66579178,""
2013-09-01,Litoral,Para Hoteles,9610139,""
2013-09-01,Norte,1 y 2 estrellas,11563802,""
2013-09-01,Norte,3 estrellas/boutiques/aparts,32819407,""
2013-09-01,Norte,4 y 5 estrellas,47744142,""
2013-09-01,Norte,Para Hoteles,9188137,""
2013-09-01,Patagonia,1 y 2 estrellas,36422628,""
2013-09-01,Patagonia,3 estrellas/boutiques/aparts,57055411,""
2013-09-01,Patagonia,4 y 5 estrellas,82354313,""
2013-09-01,Patagonia,Para Hoteles,28021693,""
2013-10-01,Buenos Aires,1 y 2 estrellas,5627942,""
2013-10-01,Buenos Aires,3 estrellas/boutiques/aparts,21105915,""
2013-10-01,Buenos Aires,4 y 5 estrellas,30787759,""
2013-10-01,Buenos Aires,Para Hoteles,17012662,""
2013-10-01,CABA,1 y 2 estrellas,19577891,""
2013-10-01,CABA,3 estrellas/boutiques/aparts,79843624,""
2013-10-01,CABA,4 y 5 estrellas,276896816,""
2013-10-01,CABA,Para Hoteles,16519966,""
2013-10-01,Cuyo,1 y 2 estrellas,10538565,""
2013-10-01,Cuyo,3 estrellas/boutiques/aparts,28441145,""
2013-10-01,Cuyo,4 y 5 estrellas,58169257,""
2013-10-01,Cuyo,Para Hoteles,4037766,""
2013-10-01,Córdoba,1 y 2 estrellas,10399525,""
2013-10-01,Córdoba,3 estrellas/boutiques/aparts,19937447,""
2013-10-01,Córdoba,4 y 5 estrellas,17407968,""
2013-10-01,Córdoba,Para Hoteles,20122715,""
2013-10-01,Litoral,1 y 2 estrellas,11146678,""
2013-10-01,Litoral,3 estrellas/boutiques/aparts,32895865,""
2013-10-01,Litoral,4 y 5 estrellas,75099502,""
2013-10-01,Litoral,Para Hoteles,10202093,""
2013-10-01,Norte,1 y 2 estrellas,8731316,""
2013-10-01,Norte,3 estrellas/boutiques/aparts,29900928,""
2013-10-01,Norte,4 y 5 estrellas,50995902,""
2013-10-01,Norte,Para Hoteles,8744483,""
2013-10-01,Patagonia,1 y 2 estrellas,28625192,""
2013-10-01,Patagonia,3 estrellas/boutiques/aparts,54022165,""
2013-10-01,Patagonia,4 y 5 estrellas,68054531,""
2013-10-01,Patagonia,Para Hoteles,23279384,""
2013-11-01,Buenos Aires,1 y 2 estrellas,7773728,""
2013-11-01,Buenos Aires,3 estrellas/boutiques/aparts,30357552,""
2013-11-01,Buenos Aires,4 y 5 estrellas,43032806,""
2013-11-01,Buenos Aires,Para Hoteles,29026300,""
2013-11-01,CABA,1 y 2 estrellas,18538247,""
2013-11-01,CABA,3 estrellas/boutiques/aparts,87959519,""
2013-11-01,CABA,4 y 5 estrellas,327244590,""
2013-11-01,CABA,Para Hoteles,17564135,""
2013-11-01,Cuyo,1 y 2 estrellas,8714613,""
2013-11-01,Cuyo,3 estrellas/boutiques/aparts,28788580,""
2013-11-01,Cuyo,4 y 5 estrellas,60891797,""
2013-11-01,Cuyo,Para Hoteles,4475190,""
2013-11-01,Córdoba,1 y 2 estrellas,12205435,""
2013-11-01,Córdoba,3 estrellas/boutiques/aparts,19900152,""
2013-11-01,Córdoba,4 y 5 estrellas,17297821,""
2013-11-01,Córdoba,Para Hoteles,13028617,""
2013-11-01,Litoral,1 y 2 estrellas,9203489,""
2013-11-01,Litoral,3 estrellas/boutiques/aparts,30459699,""
2013-11-01,Litoral,4 y 5 estrellas,81439282,""
2013-11-01,Litoral,Para Hoteles,10868184,""
2013-11-01,Norte,1 y 2 estrellas,8021612,""
2013-11-01,Norte,3 estrellas/boutiques/aparts,28456616,""
2013-11-01,Norte,4 y 5 estrellas,52093390,""
2013-11-01,Norte,Para Hoteles,7776637,""
2013-11-01,Patagonia,1 y 2 estrellas,31125669,""
2013-11-01,Patagonia,3 estrellas/boutiques/aparts,64186897,""
2013-11-01,Patagonia,4 y 5 estrellas,90015590,""
2013-11-01,Patagonia,Para Hoteles,32571355,""
2013-12-01,Buenos Aires,1 y 2 estrellas,11474078,""
2013-12-01,Buenos Aires,3 estrellas/boutiques/aparts,40511910,""
2013-12-01,Buenos Aires,4 y 5 estrellas,45268608,""
2013-12-01,Buenos Aires,Para Hoteles,26945362,""
2013-12-01,CABA,1 y 2 estrellas,16726494,""
2013-12-01,CABA,3 estrellas/boutiques/aparts,77256903,""
2013-12-01,CABA,4 y 5 estrellas,294497252,""
2013-12-01,CABA,Para Hoteles,15808995,""
2013-12-01,Cuyo,1 y 2 estrellas,6361360,""
2013-12-01,Cuyo,3 estrellas/boutiques/aparts,23771214,""
2013-12-01,Cuyo,4 y 5 estrellas,48768089,""
2013-12-01,Cuyo,Para Hoteles,3334042,""
2013-12-01,Córdoba,1 y 2 estrellas,13116053,""
2013-12-01,Córdoba,3 estrellas/boutiques/aparts,20291904,""
2013-12-01,Córdoba,4 y 5 estrellas,16278063,""
2013-12-01,Córdoba,Para Hoteles,20332715,""
2013-12-01,Litoral,1 y 2 estrellas,7003784,""
2013-12-01,Litoral,3 estrellas/boutiques/aparts,26646767,""
2013-12-01,Litoral,4 y 5 estrellas,71916712,""
2013-12-01,Litoral,Para Hoteles,10083321,""
2013-12-01,Norte,1 y 2 estrellas,6723082,""
2013-12-01,Norte,3 estrellas/boutiques/aparts,22628098,""
2013-12-01,Norte,4 y 5 estrellas,33537901,""
2013-12-01,Norte,Para Hoteles,6061426,""
2013-12-01,Patagonia,1 y 2 estrellas,34630909,""
2013-12-01,Patagonia,3 estrellas/boutiques/aparts,62765932,""
2013-12-01,Patagonia,4 y 5 estrellas,91420297,""
2013-12-01,Patagonia,Para Hoteles,37253655,""
2014-01-01,Buenos Aires,1 y 2 estrellas,65907279,""
2014-01-01,Buenos Aires,3 estrellas/boutiques/aparts,139730699,""
2014-01-01,Buenos Aires,4 y 5 estrellas,99177422,""
2014-01-01,Buenos Aires,Para Hoteles,140095639,""
2014-01-01,CABA,1 y 2 estrellas,15578356,""
2014-01-01,CABA,3 estrellas/boutiques/aparts,68182245,""
2014-01-01,CABA,4 y 5 estrellas,239480290,""
2014-01-01,CABA,Para Hoteles,15246717,""
2014-01-01,Cuyo,1 y 2 estrellas,11407114,""
2014-01-01,Cuyo,3 estrellas/boutiques/aparts,37109951,""
2014-01-01,Cuyo,4 y 5 estrellas,64874444,""
2014-01-01,Cuyo,Para Hoteles,13407139,""
2014-01-01,Córdoba,1 y 2 estrellas,38117376,""
2014-01-01,Córdoba,3 estrellas/boutiques/aparts,46007053,""
2014-01-01,Córdoba,4 y 5 estrellas,22751278,""
2014-01-01,Córdoba,Para Hoteles,83404607,""
2014-01-01,Litoral,1 y 2 estrellas,11414554,""
2014-01-01,Litoral,3 estrellas/boutiques/aparts,34459739,""
2014-01-01,Litoral,4 y 5 estrellas,80199752,""
2014-01-01,Litoral,Para Hoteles,20963507,""
2014-01-01,Norte,1 y 2 estrellas,8321040,""
2014-01-01,Norte,3 estrellas/boutiques/aparts,31087248,""
2014-01-01,Norte,4 y 5 estrellas,34971054,""
2014-01-01,Norte,Para Hoteles,13774037,""
2014-01-01,Patagonia,1 y 2 estrellas,38549272,""
2014-01-01,Patagonia,3 estrellas/boutiques/aparts,107633985,""
2014-01-01,Patagonia,4 y 5 estrellas,143069670,""
2014-01-01,Patagonia,Para Hoteles,98517038,""
2014-02-01,Buenos Aires,1 y 2 estrellas,45962874,""
2014-02-01,Buenos Aires,3 estrellas/boutiques/aparts,106107338,""
2014-02-01,Buenos Aires,4 y 5 estrellas,75981916,""
2014-02-01,Buenos Aires,Para Hoteles,90070642,""
2014-02-01,CABA,1 y 2 estrellas,13977807,""
2014-02-01,CABA,3 estrellas/boutiques/aparts,69719132,""
2014-02-01,CABA,4 y 5 estrellas,267035938,""
2014-02-01,CABA,Para Hoteles,14584136,""
2014-02-01,Cuyo,1 y 2 estrellas,10541044,""
2014-02-01,Cuyo,3 estrellas/boutiques/aparts,34692286,""
2014-02-01,Cuyo,4 y 5 estrellas,67057040,""
2014-02-01,Cuyo,Para Hoteles,10377028,""
2014-02-01,Córdoba,1 y 2 estrellas,29446235,""
2014-02-01,Córdoba,3 estrellas/boutiques/aparts,32086270,""
2014-02-01,Córdoba,4 y 5 estrellas,19995629,""
2014-02-01,Córdoba,Para Hoteles,54729371,""
2014-02-01,Litoral,1 y 2 estrellas,12404587,""
2014-02-01,Litoral,3 estrellas/boutiques/aparts,32567575,""
2014-02-01,Litoral,4 y 5 estrellas,82172949,""
2014-02-01,Litoral,Para Hoteles,22402654,""
2014-02-01,Norte,1 y 2 estrellas,8024215,""
2014-02-01,Norte,3 estrellas/boutiques/aparts,28337209,""
2014-02-01,Norte,4 y 5 estrellas,34288055,""
2014-02-01,Norte,Para Hoteles,11613313,""
2014-02-01,Patagonia,1 y 2 estrellas,32022891,""
2014-02-01,Patagonia,3 estrellas/boutiques/aparts,102382527,""
2014-02-01,Patagonia,4 y 5 estrellas,116521863,""
2014-02-01,Patagonia,Para Hoteles,76861572,""
2014-03-01,Buenos Aires,1 y 2 estrellas,15931388,""
2014-03-01,Buenos Aires,3 estrellas/boutiques/aparts,45900517,""
2014-03-01,Buenos Aires,4 y 5 estrellas,46473492,""
2014-03-01,Buenos Aires,Para Hoteles,43730609,""
2014-03-01,CABA,1 y 2 estrellas,17210436,""
2014-03-01,CABA,3 estrellas/boutiques/aparts,89910380,""
2014-03-01,CABA,4 y 5 estrellas,357129782,""
2014-03-01,CABA,Para Hoteles,20176678,""
2014-03-01,Cuyo,1 y 2 estrellas,10981677,""
2014-03-01,Cuyo,3 estrellas/boutiques/aparts,29852199,""
2014-03-01,Cuyo,4 y 5 estrellas,80189980,""
2014-03-01,Cuyo,Para Hoteles,6540847,""
2014-03-01,Córdoba,1 y 2 estrellas,16487227,""
2014-03-01,Córdoba,3 estrellas/boutiques/aparts,22905605,""
2014-03-01,Córdoba,4 y 5 estrellas,21408179,""
2014-03-01,Córdoba,Para Hoteles,32385048,""
2014-03-01,Litoral,1 y 2 estrellas,9320378,""
2014-03-01,Litoral,3 estrellas/boutiques/aparts,37667858,""
2014-03-01,Litoral,4 y 5 estrellas,87559436,""
2014-03-01,Litoral,Para Hoteles,19451684,""
2014-03-01,Norte,1 y 2 estrellas,8988509,""
2014-03-01,Norte,3 estrellas/boutiques/aparts,36114010,""
2014-03-01,Norte,4 y 5 estrellas,38195225,""
2014-03-01,Norte,Para Hoteles,10717566,""
2014-03-01,Patagonia,1 y 2 estrellas,24133000,""
2014-03-01,Patagonia,3 estrellas/boutiques/aparts,74499848,""
2014-03-01,Patagonia,4 y 5 estrellas,92453927,""
2014-03-01,Patagonia,Para Hoteles,43714777,""
2014-04-01,Buenos Aires,1 y 2 estrellas,6317206,""
2014-04-01,Buenos Aires,3 estrellas/boutiques/aparts,24322422,""
2014-04-01,Buenos Aires,4 y 5 estrellas,29831051,""
2014-04-01,Buenos Aires,Para Hoteles,23468685,""
2014-04-01,CABA,1 y 2 estrellas,18060161,""
2014-04-01,CABA,3 estrellas/boutiques/aparts,88462677,""
2014-04-01,CABA,4 y 5 estrellas,331329335,""
2014-04-01,CABA,Para Hoteles,18926210,""
2014-04-01,Cuyo,1 y 2 estrellas,9630774,""
2014-04-01,Cuyo,3 estrellas/boutiques/aparts,26266405,""
2014-04-01,Cuyo,4 y 5 estrellas,71233415,""
2014-04-01,Cuyo,Para Hoteles,4661696,""
2014-04-01,Córdoba,1 y 2 estrellas,11929493,""
2014-04-01,Córdoba,3 estrellas/boutiques/aparts,20031847,""
2014-04-01,Córdoba,4 y 5 estrellas,20564490,""
2014-04-01,Córdoba,Para Hoteles,22312991,""
2014-04-01,Litoral,1 y 2 estrellas,10387781,""
2014-04-01,Litoral,3 estrellas/boutiques/aparts,32623688,""
2014-04-01,Litoral,4 y 5 estrellas,87523899,""
2014-04-01,Litoral,Para Hoteles,14880275,""
2014-04-01,Norte,1 y 2 estrellas,12016864,""
2014-04-01,Norte,3 estrellas/boutiques/aparts,37712273,""
2014-04-01,Norte,4 y 5 estrellas,45543995,""
2014-04-01,Norte,Para Hoteles,9994824,""
2014-04-01,Patagonia,1 y 2 estrellas,20293900,""
2014-04-01,Patagonia,3 estrellas/boutiques/aparts,55518134,""
2014-04-01,Patagonia,4 y 5 estrellas,77022767,""
2014-04-01,Patagonia,Para Hoteles,25916320,""
2014-05-01,Buenos Aires,1 y 2 estrellas,3615694,""
2014-05-01,Buenos Aires,3 estrellas/boutiques/aparts,15171895,""
2014-05-01,Buenos Aires,4 y 5 estrellas,25676948,""
2014-05-01,Buenos Aires,Para Hoteles,15682287,""
2014-05-01,CABA,1 y 2 estrellas,18038429,""
2014-05-01,CABA,3 estrellas/boutiques/aparts,90338476,""
2014-05-01,CABA,4 y 5 estrellas,330175487,""
2014-05-01,CABA,Para Hoteles,17857293,""
2014-05-01,Cuyo,1 y 2 estrellas,10233131,""
2014-05-01,Cuyo,3 estrellas/boutiques/aparts,22291505,""
2014-05-01,Cuyo,4 y 5 estrellas,61062211,""
2014-05-01,Cuyo,Para Hoteles,3645119,""
2014-05-01,Córdoba,1 y 2 estrellas,9292415,""
2014-05-01,Córdoba,3 estrellas/boutiques/aparts,17447292,""
2014-05-01,Córdoba,4 y 5 estrellas,22056353,""
2014-05-01,Córdoba,Para Hoteles,10254990,""
2014-05-01,Litoral,1 y 2 estrellas,16002589,""
2014-05-01,Litoral,3 estrellas/boutiques/aparts,33459842,""
2014-05-01,Litoral,4 y 5 estrellas,81902201,""
2014-05-01,Litoral,Para Hoteles,13753424,""
2014-05-01,Norte,1 y 2 estrellas,11596861,""
2014-05-01,Norte,3 estrellas/boutiques/aparts,32126597,""
2014-05-01,Norte,4 y 5 estrellas,45139403,""
2014-05-01,Norte,Para Hoteles,8740527,""
2014-05-01,Patagonia,1 y 2 estrellas,16509049,""
2014-05-01,Patagonia,3 estrellas/boutiques/aparts,40481142,""
2014-05-01,Patagonia,4 y 5 estrellas,58166889,""
2014-05-01,Patagonia,Para Hoteles,12349383,""
2014-06-01,Buenos Aires,1 y 2 estrellas,3191971,""
2014-06-01,Buenos Aires,3 estrellas/boutiques/aparts,13004962,""
2014-06-01,Buenos Aires,4 y 5 estrellas,18585501,""
2014-06-01,Buenos Aires,Para Hoteles,9256919,""
2014-06-01,CABA,1 y 2 estrellas,16878242,""
2014-06-01,CABA,3 estrellas/boutiques/aparts,78222978,""
2014-06-01,CABA,4 y 5 estrellas,270971759,""
2014-06-01,CABA,Para Hoteles,18516596,""
2014-06-01,Cuyo,1 y 2 estrellas,9369048,""
2014-06-01,Cuyo,3 estrellas/boutiques/aparts,20898898,""
2014-06-01,Cuyo,4 y 5 estrellas,71690433,""
2014-06-01,Cuyo,Para Hoteles,3990409,""
2014-06-01,Córdoba,1 y 2 estrellas,6726565,""
2014-06-01,Córdoba,3 estrellas/boutiques/aparts,13562917,""
2014-06-01,Córdoba,4 y 5 estrellas,17229576,""
2014-06-01,Córdoba,Para Hoteles,12863108,""
2014-06-01,Litoral,1 y 2 estrellas,9729461,""
2014-06-01,Litoral,3 estrellas/boutiques/aparts,30836807,""
2014-06-01,Litoral,4 y 5 estrellas,71420472,""
2014-06-01,Litoral,Para Hoteles,11998558,""
2014-06-01,Norte,1 y 2 estrellas,12920927,""
2014-06-01,Norte,3 estrellas/boutiques/aparts,27095480,""
2014-06-01,Norte,4 y 5 estrellas,43192832,""
2014-06-01,Norte,Para Hoteles,8042466,""
2014-06-01,Patagonia,1 y 2 estrellas,18600929,""
2014-06-01,Patagonia,3 estrellas/boutiques/aparts,42093057,""
2014-06-01,Patagonia,4 y 5 estrellas,64030804,""
2014-06-01,Patagonia,Para Hoteles,13063292,""
2014-07-01,Buenos Aires,1 y 2 estrellas,5877691,""
2014-07-01,Buenos Aires,3 estrellas/boutiques/aparts,24958991,""
2014-07-01,Buenos Aires,4 y 5 estrellas,33239169,""
2014-07-01,Buenos Aires,Para Hoteles,20173880,""
2014-07-01,CABA,1 y 2 estrellas,21895956,""
2014-07-01,CABA,3 estrellas/boutiques/aparts,103688430,""
2014-07-01,CABA,4 y 5 estrellas,305184354,""
2014-07-01,CABA,Para Hoteles,20722117,""
2014-07-01,Cuyo,1 y 2 estrellas,13599199,""
2014-07-01,Cuyo,3 estrellas/boutiques/aparts,40582344,""
2014-07-01,Cuyo,4 y 5 estrellas,111468212,""
2014-07-01,Cuyo,Para Hoteles,7430575,""
2014-07-01,Córdoba,1 y 2 estrellas,11483531,""
2014-07-01,Córdoba,3 estrellas/boutiques/aparts,28068694,""
2014-07-01,Córdoba,4 y 5 estrellas,24763095,""
2014-07-01,Córdoba,Para Hoteles,44756597,""
2014-07-01,Litoral,1 y 2 estrellas,11006987,""
2014-07-01,Litoral,3 estrellas/boutiques/aparts,36956545,""
2014-07-01,Litoral,4 y 5 estrellas,90393043,""
2014-07-01,Litoral,Para Hoteles,17620363,""
2014-07-01,Norte,1 y 2 estrellas,24541692,""
2014-07-01,Norte,3 estrellas/boutiques/aparts,53638010,""
2014-07-01,Norte,4 y 5 estrellas,76056475,""
2014-07-01,Norte,Para Hoteles,18653915,""
2014-07-01,Patagonia,1 y 2 estrellas,41109098,""
2014-07-01,Patagonia,3 estrellas/boutiques/aparts,84941371,""
2014-07-01,Patagonia,4 y 5 estrellas,148684164,""
2014-07-01,Patagonia,Para Hoteles,64656028,""
2014-08-01,Buenos Aires,1 y 2 estrellas,5057068,""
2014-08-01,Buenos Aires,3 estrellas/boutiques/aparts,19216669,""
2014-08-01,Buenos Aires,4 y 5 estrellas,31433926,""
2014-08-01,Buenos Aires,Para Hoteles,18895644,""
2014-08-01,CABA,1 y 2 estrellas,19590742,""
2014-08-01,CABA,3 estrellas/boutiques/aparts,94146540,""
2014-08-01,CABA,4 y 5 estrellas,331321226,""
2014-08-01,CABA,Para Hoteles,18544990,""
2014-08-01,Cuyo,1 y 2 estrellas,11534963,""
2014-08-01,Cuyo,3 estrellas/boutiques/aparts,31579877,""
2014-08-01,Cuyo,4 y 5 estrellas,88414262,""
2014-08-01,Cuyo,Para Hoteles,4213434,""
2014-08-01,Córdoba,1 y 2 estrellas,8598009,""
2014-08-01,Córdoba,3 estrellas/boutiques/aparts,18903967,""
2014-08-01,Córdoba,4 y 5 estrellas,22949101,""
2014-08-01,Córdoba,Para Hoteles,13144556,""
2014-08-01,Litoral,1 y 2 estrellas,11976621,""
2014-08-01,Litoral,3 estrellas/boutiques/aparts,37506447,""
2014-08-01,Litoral,4 y 5 estrellas,95969260,""
2014-08-01,Litoral,Para Hoteles,17117204,""
2014-08-01,Norte,1 y 2 estrellas,17000146,""
2014-08-01,Norte,3 estrellas/boutiques/aparts,44209017,""
2014-08-01,Norte,4 y 5 estrellas,62461214,""
2014-08-01,Norte,Para Hoteles,10931183,""
2014-08-01,Patagonia,1 y 2 estrellas,48328677,""
2014-08-01,Patagonia,3 estrellas/boutiques/aparts,87246468,""
2014-08-01,Patagonia,4 y 5 estrellas,146647560,""
2014-08-01,Patagonia,Para Hoteles,49323444,""
2014-09-01,Buenos Aires,1 y 2 estrellas,4684791,""
2014-09-01,Buenos Aires,3 estrellas/boutiques/aparts,20970704,""
2014-09-01,Buenos Aires,4 y 5 estrellas,38050749,""
2014-09-01,Buenos Aires,Para Hoteles,19369144,""
2014-09-01,CABA,1 y 2 estrellas,19270055,""
2014-09-01,CABA,3 estrellas/boutiques/aparts,94731314,""
2014-09-01,CABA,4 y 5 estrellas,355166209,""
2014-09-01,CABA,Para Hoteles,20092491,""
2014-09-01,Cuyo,1 y 2 estrellas,10481701,""
2014-09-01,Cuyo,3 estrellas/boutiques/aparts,30085107,""
2014-09-01,Cuyo,4 y 5 estrellas,74836793,""
2014-09-01,Cuyo,Para Hoteles,4162006,""
2014-09-01,Córdoba,1 y 2 estrellas,9847649,""
2014-09-01,Córdoba,3 estrellas/boutiques/aparts,18133935,""
