indice_tiempo,region_de_destino,categoria_del_hotel,facturacion_total_en_pesos,observaciones
2019-12-01,Cuyo,4 y 5 estrellas,527667378,""
2019-12-01,Cuyo,Para Hoteles,25883283,""
2019-12-01,Córdoba,1 y 2 estrellas,78148075,""
2019-12-01,Córdoba,3 estrellas/boutiques/aparts,165443084,""
2019-12-01,Córdoba,4 y 5 estrellas,105141420,""
2019-12-01,Córdoba,Para Hoteles,125608728,""
2019-12-01,Litoral,1 y 2 estrellas,34091038,""
2019-12-01,Litoral,3 estrellas/boutiques/aparts,133361734,""
2019-12-01,Litoral,4 y 5 estrellas,963837710,""
2019-12-01,Litoral,Para Hoteles,93288320,""
2019-12-01,Norte,1 y 2 estrellas,24747867,""
2019-12-01,Norte,3 estrellas/boutiques/aparts,133167737,""
2019-12-01,Norte,4 y 5 estrellas,247011631,""
2019-12-01,Norte,Para Hoteles,38972232,""
2019-12-01,Patagonia,1 y 2 estrellas,158925979,""
2019-12-01,Patagonia,3 estrellas/boutiques/aparts,651404724,""
2019-12-01,Patagonia,4 y 5 estrellas,1211280481,""
2019-12-01,Patagonia,Para Hoteles,285829569,""
2020-01-01,Buenos Aires,1 y 2 estrellas,551389118,""
2020-01-01,Buenos Aires,3 estrellas/boutiques/aparts,933926092,""
2020-01-01,Buenos Aires,4 y 5 estrellas,642543317,""
2020-01-01,Buenos Aires,Para Hoteles,704405270,""
2020-01-01,CABA,1 y 2 estrellas,54702992,""
2020-01-01,CABA,3 estrellas/boutiques/aparts,451367602,""
2020-01-01,CABA,4 y 5 estrellas,1972593487,""
2020-01-01,CABA,Para Hoteles,92973341,""
2020-01-01,Cuyo,1 y 2 estrellas,81446578,""
2020-01-01,Cuyo,3 estrellas/boutiques/aparts,203210066,""
2020-01-01,Cuyo,4 y 5 estrellas,529237022,""
2020-01-01,Cuyo,Para Hoteles,77566879,""
2020-01-01,Córdoba,1 y 2 estrellas,231698536,""
2020-01-01,Córdoba,3 estrellas/boutiques/aparts,350557787,""
2020-01-01,Córdoba,4 y 5 estrellas,171715898,""
2020-01-01,Córdoba,Para Hoteles,424945357,""
2020-01-01,Litoral,1 y 2 estrellas,35307480,""
2020-01-01,Litoral,3 estrellas/boutiques/aparts,162638310,""
2020-01-01,Litoral,4 y 5 estrellas,1159114640,""
2020-01-01,Litoral,Para Hoteles,126344954,""
2020-01-01,Norte,1 y 2 estrellas,36273254,""
2020-01-01,Norte,3 estrellas/boutiques/aparts,174248755,""
2020-01-01,Norte,4 y 5 estrellas,268477724,""
2020-01-01,Norte,Para Hoteles,87642699,""
2020-01-01,Patagonia,1 y 2 estrellas,234840480,""
2020-01-01,Patagonia,3 estrellas/boutiques/aparts,852234830,""
2020-01-01,Patagonia,4 y 5 estrellas,1458877658,""
2020-01-01,Patagonia,Para Hoteles,561369382,""
2020-02-01,Buenos Aires,1 y 2 estrellas,368946778,""
2020-02-01,Buenos Aires,3 estrellas/boutiques/aparts,708387475,""
2020-02-01,Buenos Aires,4 y 5 estrellas,472537503,""
2020-02-01,Buenos Aires,Para Hoteles,546406165,""
2020-02-01,CABA,1 y 2 estrellas,58362741,""
2020-02-01,CABA,3 estrellas/boutiques/aparts,534370012,""
2020-02-01,CABA,4 y 5 estrellas,1919983679,""
2020-02-01,CABA,Para Hoteles,47720140,""
2020-02-01,Cuyo,1 y 2 estrellas,80704460,""
2020-02-01,Cuyo,3 estrellas/boutiques/aparts,217586123,""
2020-02-01,Cuyo,4 y 5 estrellas,545843094,""
2020-02-01,Cuyo,Para Hoteles,66127153,""
2020-02-01,Córdoba,1 y 2 estrellas,188914750,""
2020-02-01,Córdoba,3 estrellas/boutiques/aparts,320671888,""
2020-02-01,Córdoba,4 y 5 estrellas,163638003,""
2020-02-01,Córdoba,Para Hoteles,352202636,""
2020-02-01,Litoral,1 y 2 estrellas,43025515,""
2020-02-01,Litoral,3 estrellas/boutiques/aparts,148979102,""
2020-02-01,Litoral,4 y 5 estrellas,1285794358,""
2020-02-01,Litoral,Para Hoteles,132135430,""
2020-02-01,Norte,1 y 2 estrellas,36788089,""
2020-02-01,Norte,3 estrellas/boutiques/aparts,211735537,""
2020-02-01,Norte,4 y 5 estrellas,298948647,""
2020-02-01,Norte,Para Hoteles,76046349,""
2020-02-01,Patagonia,1 y 2 estrellas,382311375,""
2020-02-01,Patagonia,3 estrellas/boutiques/aparts,707441789,""
2020-02-01,Patagonia,4 y 5 estrellas,1264763884,""
2020-02-01,Patagonia,Para Hoteles,484273629,""
2020-03-01,Buenos Aires,1 y 2 estrellas,48872142,""
2020-03-01,Buenos Aires,3 estrellas/boutiques/aparts,146561184,""
2020-03-01,Buenos Aires,4 y 5 estrellas,95696366,""
2020-03-01,Buenos Aires,Para Hoteles,84645521,""
2020-03-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-03-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-03-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-03-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-03-01,Cuyo,1 y 2 estrellas,42674866,""
2020-03-01,Cuyo,3 estrellas/boutiques/aparts,88491706,""
2020-03-01,Cuyo,4 y 5 estrellas,312732215,""
2020-03-01,Cuyo,Para Hoteles,22269998,""
2020-03-01,Córdoba,1 y 2 estrellas,63768185,""
2020-03-01,Córdoba,3 estrellas/boutiques/aparts,114527447,""
2020-03-01,Córdoba,4 y 5 estrellas,60373793,""
2020-03-01,Córdoba,Para Hoteles,62495414,""
2020-03-01,Litoral,1 y 2 estrellas,29453076,""
2020-03-01,Litoral,3 estrellas/boutiques/aparts,63018339,""
2020-03-01,Litoral,4 y 5 estrellas,424855680,""
2020-03-01,Litoral,Para Hoteles,44931988,""
2020-03-01,Norte,1 y 2 estrellas,14254783,""
2020-03-01,Norte,3 estrellas/boutiques/aparts,83730236,""
2020-03-01,Norte,4 y 5 estrellas,132743053,""
2020-03-01,Norte,Para Hoteles,25958215,""
2020-03-01,Patagonia,1 y 2 estrellas,134776056,""
2020-03-01,Patagonia,3 estrellas/boutiques/aparts,302094076,""
2020-03-01,Patagonia,4 y 5 estrellas,470305547,""
2020-03-01,Patagonia,Para Hoteles,167005853,""
2020-04-01,Buenos Aires,1 y 2 estrellas,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Buenos Aires,3 estrellas/boutiques/aparts,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Buenos Aires,4 y 5 estrellas,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Buenos Aires,Para Hoteles,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,CABA,1 y 2 estrellas,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,CABA,3 estrellas/boutiques/aparts,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,CABA,4 y 5 estrellas,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,CABA,Para Hoteles,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Cuyo,1 y 2 estrellas,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Cuyo,3 estrellas/boutiques/aparts,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Cuyo,4 y 5 estrellas,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Cuyo,Para Hoteles,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Córdoba,1 y 2 estrellas,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Córdoba,3 estrellas/boutiques/aparts,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Córdoba,4 y 5 estrellas,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Córdoba,Para Hoteles,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Litoral,1 y 2 estrellas,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Litoral,3 estrellas/boutiques/aparts,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Litoral,4 y 5 estrellas,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Litoral,Para Hoteles,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Norte,1 y 2 estrellas,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Norte,3 estrellas/boutiques/aparts,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Norte,4 y 5 estrellas,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Norte,Para Hoteles,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Patagonia,1 y 2 estrellas,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Patagonia,3 estrellas/boutiques/aparts,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Patagonia,4 y 5 estrellas,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Patagonia,Para Hoteles,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-05-01,Buenos Aires,1 y 2 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Buenos Aires,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Buenos Aires,4 y 5 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Buenos Aires,Para Hoteles,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,CABA,1 y 2 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,CABA,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,CABA,4 y 5 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,CABA,Para Hoteles,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Cuyo,1 y 2 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Cuyo,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Cuyo,4 y 5 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Cuyo,Para Hoteles,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Córdoba,1 y 2 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Córdoba,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Córdoba,4 y 5 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Córdoba,Para Hoteles,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Litoral,1 y 2 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Litoral,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Litoral,4 y 5 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Litoral,Para Hoteles,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Norte,1 y 2 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Norte,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Norte,4 y 5 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Norte,Para Hoteles,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Patagonia,1 y 2 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Patagonia,3 estrellas/boutiques/aparts,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Patagonia,4 y 5 estrellas,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Patagonia,Para Hoteles,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-06-01,Buenos Aires,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Buenos Aires,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Buenos Aires,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Buenos Aires,Para Hoteles,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,CABA,Para Hoteles,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Cuyo,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Cuyo,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Cuyo,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Cuyo,Para Hoteles,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Córdoba,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Córdoba,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Córdoba,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Córdoba,Para Hoteles,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Litoral,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Litoral,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Litoral,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Litoral,Para Hoteles,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Norte,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Norte,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Norte,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Norte,Para Hoteles,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Patagonia,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Patagonia,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Patagonia,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Patagonia,Para Hoteles,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Buenos Aires,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Buenos Aires,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Buenos Aires,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Buenos Aires,Para Hoteles,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,CABA,Para Hoteles,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Cuyo,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Cuyo,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Cuyo,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Cuyo,Para Hoteles,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Córdoba,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Córdoba,3 estrellas/boutiques/aparts,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Córdoba,4 y 5 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Córdoba,Para Hoteles,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Litoral,1 y 2 estrellas,,Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
